Symbol,Name,LastSale,MarketCap,MarketCap_Dollars,IPOyear,Sector,industry,Summary Quote
MTZ,"MasTec, Inc.",48,3.66B,3660000000,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/mtz
PSN,Parsons Corporation,36.79,3.66B,3660000000,2019,Technology,EDP Services,https://www.nasdaq.com/symbol/psn
FNB,F.N.B. Corporation,11.23,3.65B,3650000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fnb
TDS,"Telephone and Data Systems, Inc.",32.04,3.65B,3650000000,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tds
NEA,Nuveen AMT-Free Quality Municipal Income Fund,13.78,3.62B,3620000000,2002,n/a,n/a,https://www.nasdaq.com/symbol/nea
CIM,Chimera Investment Corporation,19.25,3.6B,3600000000,2007,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cim
WRI,Weingarten Realty Investors,27.9,3.59B,3590000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/wri
EVR,Evercore Inc.,87.22,3.58B,3580000000,2006,Finance,Investment Managers,https://www.nasdaq.com/symbol/evr
PEB,Pebblebrook Hotel Trust,27.32,3.57B,3570000000,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/peb
QTWO,"Q2 Holdings, Inc.",75.51,3.56B,3560000000,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/qtwo
UNVR,Univar Inc.,20.98,3.56B,3560000000,2015,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/unvr
VVV,Valvoline Inc.,18.92,3.56B,3560000000,2016,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/vvv
OLN,Olin Corporation,21.47,3.54B,3540000000,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/oln
APLE,"Apple Hospitality REIT, Inc.",15.72,3.52B,3520000000,2015,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aple
ENV,"Envestnet, Inc",67.82,3.52B,3520000000,2010,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/env
BJ,"BJ&#39;s Wholesale Club Holdings, Inc.",25.11,3.49B,3490000000,2018,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/bj
TWO,Two Harbors Investments Corp,12.75,3.48B,3480000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/two
ELP,Companhia Paranaense de Energia (COPEL),12.67,3.47B,3470000000,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/elp
KBR,"KBR, Inc.",24.45,3.46B,3460000000,2006,Basic Industries,Military/Government/Technical,https://www.nasdaq.com/symbol/kbr
NHI,"National Health Investors, Inc.",79.56,3.44B,3440000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/nhi
RBC,Regal Beloit Corporation,80.36,3.44B,3440000000,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/rbc
MIC,Macquarie Infrastructure Corporation ,39.59,3.41B,3410000000,2004,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mic
CLGX,"CoreLogic, Inc.",42.1,3.4B,3400000000,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/clgx
ASB,Associated Banc-Corp,20.62,3.38B,3380000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/asb
DNP,"Duff & Phelps Utilities Income, Inc.",11.84,3.38B,3380000000,1987,n/a,n/a,https://www.nasdaq.com/symbol/dnp
NAV,Navistar International Corporation,34.02,3.37B,3370000000,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nav
PGRE,"Paramount Group, Inc.",14.38,3.37B,3370000000,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pgre
MCY,Mercury General Corporation,60.5,3.35B,3350000000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mcy
AJRD,"Aerojet Rocketdyne Holdings, Inc. ",42.52,3.34B,3340000000,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ajrd
VET,Vermilion Energy Inc.,21.58,3.34B,3340000000,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/vet
RAMP,"LiveRamp Holdings, Inc.",48.29,3.33B,3330000000,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/ramp
PCI,PIMCO Dynamic Credit and Mortgage Income Fund,24.24,3.33B,3330000000,2013,n/a,n/a,https://www.nasdaq.com/symbol/pci
DAR,Darling Ingredients Inc.,20.16,3.32B,3320000000,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/dar
DOC,Physicians Realty Trust,17.85,3.31B,3310000000,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/doc
PBF,PBF Energy Inc.,27.54,3.3B,3300000000,2012,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/pbf
CBU,"Community Bank System, Inc.",63.86,3.29B,3290000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/cbu
CWEN,"Clearway Energy, Inc.",16.97,3.28B,3280000000,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/cwen
EAF,GrafTech International Ltd.,11.29,3.28B,3280000000,2018,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/eaf
MFA,"MFA Financial, Inc.",7.23,3.26B,3260000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mfa
SAVE,"Spirit Airlines, Inc.",47.58,3.26B,3260000000,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/save
APU,"AmeriGas Partners, L.P.",34.97,3.25B,3250000000,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/apu
SWCH,"Switch, Inc.",13.21,3.25B,3250000000,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/swch
TCF,TCF Financial Corporation,19.79,3.25B,3250000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/tcf
BOH,Bank of Hawaii Corporation,79.06,3.24B,3240000000,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/boh
CZZ,Cosan Limited,13.24,3.24B,3240000000,n/a,Consumer Non-Durables,Specialty Foods,https://www.nasdaq.com/symbol/czz
WTM,"White Mountains Insurance Group, Ltd.",1030.41,3.24B,3240000000,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/wtm
TARO,Taro Pharmaceutical Industries Ltd.,83.92,3.23B,3230000000,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/taro
UNF,Unifirst Corporation,169.19,3.23B,3230000000,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/unf
BKU,"BankUnited, Inc.",32.72,3.22B,3220000000,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/bku
FII,"Federated Investors, Inc.",31.89,3.21B,3210000000,1998,Finance,Investment Managers,https://www.nasdaq.com/symbol/fii
FCN,"FTI Consulting, Inc.",84.15,3.2B,3200000000,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/fcn
TGNA,TEGNA Inc.,14.79,3.2B,3200000000,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/tgna
LM,"Legg Mason, Inc.",36.7,3.18B,3180000000,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/lm
NVG,Nuveen AMT-Free Municipal Credit Income Fund,15.72,3.18B,3180000000,2002,n/a,n/a,https://www.nasdaq.com/symbol/nvg
BSM,"Black Stone Minerals, L.P.",15.42,3.17B,3170000000,2015,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/bsm
LPX,Louisiana-Pacific Corporation,25.56,3.16B,3160000000,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/lpx
CMD,Cantel Medical Corp.,75.4,3.15B,3150000000,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/cmd
ORA,"Ormat Technologies, Inc.",62.09,3.15B,3150000000,2004,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ora
OFC,Corporate Office Properties Trust,28.03,3.14B,3140000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ofc
GTES,Gates Industrial Corporation plc,10.8,3.13B,3130000000,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/gtes
THO,"Thor Industries, Inc.",56.79,3.13B,3130000000,n/a,Consumer Non-Durables,Homebuilding,https://www.nasdaq.com/symbol/tho
CHK,Chesapeake Energy Corporation,1.91,3.12B,3120000000,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/chk
CFX,Colfax Corporation,26.54,3.12B,3120000000,2008,Capital Goods,Fluid Controls,https://www.nasdaq.com/symbol/cfx
DKS,Dick&#39;s Sporting Goods Inc,33.93,3.12B,3120000000,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/dks
FSK,FS KKR Capital Corp.,5.97,3.12B,3120000000,2014,n/a,n/a,https://www.nasdaq.com/symbol/fsk
SBGL,Sibanye Gold Limited,4.66,3.11B,3110000000,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SJI,"South Jersey Industries, Inc.",33.54,3.1B,3100000000,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
PVTL,"Pivotal Software, Inc.",11.35,3.09B,3090000000,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pvtl
SXT,Sensient Technologies Corporation,72.86,3.08B,3080000000,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt
BYD,Boyd Gaming Corporation,27.48,3.06B,3060000000,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/byd
SHO,"Sunstone Hotel Investors, Inc.",13.38,3.06B,3060000000,2004,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/sho
THS,"Treehouse Foods, Inc.",54.52,3.06B,3060000000,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/ths
ATI,Allegheny Technologies Incorporated,24.16,3.05B,3050000000,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/ati
AEO,"American Eagle Outfitters, Inc.",17.7,3.05B,3050000000,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/aeo
RLJ,RLJ Lodging Trust,17.57,3.05B,3050000000,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rlj
RXN,Rexnord Corporation,28.91,3.04B,3040000000,2012,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rxn
TRNO,Terreno Realty Corporation,48.12,3.04B,3040000000,2010,Finance,Real Estate,https://www.nasdaq.com/symbol/trno
DK,"Delek US Holdings, Inc.",39.11,3.01B,3010000000,2017,Energy,Integrated oil Companies,https://www.nasdaq.com/symbol/dk
ASGN,ASGN Incorporated,56.53,2.98B,2980000000,1992,Technology,Professional Services,https://www.nasdaq.com/symbol/asgn
ROG,Rogers Corporation,160.04,2.97B,2970000000,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/rog
HLI,"Houlihan Lokey, Inc.",44.58,2.95B,2950000000,2015,Finance,Investment Managers,https://www.nasdaq.com/symbol/hli
AVA,Avista Corporation,44.77,2.94B,2940000000,n/a,Public Utilities,Power Generation,https://www.nasdaq.com/symbol/ava
GOL,Gol Linhas Aereas Inteligentes S.A.,16.75,2.93B,2930000000,2004,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/gol
KW,Kennedy-Wilson Holdings Inc.,20.55,2.93B,2930000000,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/kw
WNS,WNS (Holdings) Limited,58.14,2.91B,2910000000,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/wns
MANU,Manchester United Ltd.,17.64,2.9B,2900000000,2012,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/manu
SSD,"Simpson Manufacturing Company, Inc.",64.83,2.9B,2900000000,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
HEP,"Holly Energy Partners, L.P.",27.3,2.88B,2880000000,2004,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/hep
R,"Ryder System, Inc.",54.12,2.88B,2880000000,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r
NS,Nustar Energy L.P.,26.56,2.86B,2860000000,n/a,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/ns
PRLB,"Proto Labs, Inc.",106.56,2.86B,2860000000,2012,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/prlb
ADSW,"Advanced Disposal Services, Inc.",32.08,2.85B,2850000000,2016,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/adsw
MGY,Magnolia Oil & Gas Corporation,11.38,2.85B,2850000000,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mgy
NEP,"NextEra Energy Partners, LP",50.42,2.83B,2830000000,2014,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/nep
BBL,BHP Group Plc,50.36,2.82B,2820000000,n/a,Energy,Coal Mining,https://www.nasdaq.com/symbol/bbl
ENS,Enersys,65.53,2.81B,2810000000,2004,Consumer Non-Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/ens
ARES,Ares Management Corporation,27.05,2.8B,2800000000,2014,Finance,Investment Managers,https://www.nasdaq.com/symbol/ares
AUO,AU Optronics Corp,2.91,2.8B,2800000000,2002,Technology,Semiconductors,https://www.nasdaq.com/symbol/auo
KMT,Kennametal Inc.,33.98,2.8B,2800000000,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/kmt
NAD,Nuveen Quality Municipal Income Fund,13.89,2.8B,2800000000,1999,n/a,n/a,https://www.nasdaq.com/symbol/nad
AAT,"American Assets Trust, Inc.",47.26,2.79B,2790000000,2011,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/aat
UFS,Domtar Corporation,42.98,2.79B,2790000000,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/ufs
AB,AllianceBernstein Holding L.P.,29.29,2.78B,2780000000,n/a,Finance,Investment Managers,https://www.nasdaq.com/symbol/ab
CLF,Cleveland-Cliffs Inc.,9.82,2.78B,2780000000,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/clf
VG,Vonage Holdings Corp.,11.48,2.78B,2780000000,2006,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/vg
NIO,NIO Inc.,2.64,2.77B,2770000000,2018,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/nio
AVX,AVX Corporation,16.38,2.76B,2760000000,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/avx
HGV,Hilton Grand Vacations Inc.,30.42,2.76B,2760000000,2016,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/hgv
I,Intelsat S.A.,19.61,2.76B,2760000000,2013,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/i
TCP,"TC PipeLines, LP",37.69,2.76B,2760000000,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/tcp
B,"Barnes Group, Inc.",53.6,2.75B,2750000000,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/b
AWR,American States Water Company,74.44,2.74B,2740000000,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/awr
BXS,BancorpSouth Bank,27.56,2.74B,2740000000,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bxs
SITE,"SiteOne Landscape Supply, Inc.",66.9,2.74B,2740000000,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
GATX,GATX Corporation,75.4,2.73B,2730000000,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/gatx
LAD,"Lithia Motors, Inc.",117.85,2.73B,2730000000,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lad
STN,Stantec Inc,24.44,2.73B,2730000000,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/stn
FUN,"Cedar Fair, L.P.",48,2.72B,2720000000,1987,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/fun
ITGR,Integer Holdings Corporation,83.25,2.72B,2720000000,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/itgr
BID,Sotheby&#39;s,58.26,2.72B,2720000000,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
BLD,TopBuild Corp.,78.61,2.71B,2710000000,2015,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bld
GEL,"Genesis Energy, L.P.",21.95,2.69B,2690000000,1996,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/gel
MUSA,Murphy USA Inc.,83.62,2.69B,2690000000,2013,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/musa
CBT,Cabot Corporation,45.62,2.67B,2670000000,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/cbt
GKOS,Glaukos Corporation,73.46,2.67B,2670000000,2015,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/gkos
EE,El Paso Electric Company,65.43,2.66B,2660000000,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ee
ENR,"Energizer Holdings, Inc.",38.13,2.66B,2660000000,2015,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/enr
KWR,Quaker Chemical Corporation,199.5,2.66B,2660000000,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/kwr
CXW,"CoreCivic, Inc.",22.19,2.64B,2640000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxw
SPB           ,"Spectrum Brands Holdings, Inc.",54.19,2.64B,2640000000,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb
BDN,Brandywine Realty Trust,14.93,2.63B,2630000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bdn
GEO,Geo Group Inc (The),21.73,2.63B,2630000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/geo
VMI,"Valmont Industries, Inc.",120.38,2.63B,2630000000,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/vmi
BOX,"Box, Inc.",17.87,2.62B,2620000000,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/box
NUS,"Nu Skin Enterprises, Inc.",47.17,2.62B,2620000000,1996,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/nus
MAIN,Main Street Capital Corporation,41.54,2.61B,2610000000,2007,n/a,n/a,https://www.nasdaq.com/symbol/main
OI,"Owens-Illinois, Inc.",16.8,2.61B,2610000000,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/oi
CADE,Cadence Bancorporation,20.16,2.6B,2600000000,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/cade
CNO,"CNO Financial Group, Inc.",16.28,2.6B,2600000000,n/a,Finance,Accident &Health Insurance,https://www.nasdaq.com/symbol/cno
AIN,Albany International Corporation,80.17,2.59B,2590000000,n/a,Basic Industries,Textiles,https://www.nasdaq.com/symbol/ain
BBU,Brookfield Business Partners L.P.,39.09,2.59B,2590000000,2016,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/bbu
QD,Qudian Inc.,8.72,2.59B,2590000000,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/qd
ABM,ABM Industries Incorporated,38.87,2.58B,2580000000,n/a,Finance,Diversified Commercial Services,https://www.nasdaq.com/symbol/abm
DAN,Dana Incorporated,17.92,2.58B,2580000000,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/dan
ESI,Element Solutions Inc.,10.02,2.58B,2580000000,2014,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/esi
SUN,Sunoco LP,31.12,2.58B,2580000000,2012,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/sun
IGT,International Game Technology,12.53,2.56B,2560000000,2015,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/igt
QTS,"QTS Realty Trust, Inc.",46.25,2.56B,2560000000,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/qts
YELP,Yelp Inc.,33.18,2.56B,2560000000,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/yelp
CEQP,Crestwood Equity Partners LP,35.28,2.55B,2550000000,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ceqp
BTU,Peabody Energy Corporation,23.81,2.55B,2550000000,2017,Energy,Coal Mining,https://www.nasdaq.com/symbol/btu
REZI,"Resideo Technologies, Inc.",20.76,2.55B,2550000000,2018,Capital Goods,Wholesale Distributors,https://www.nasdaq.com/symbol/rezi
TRN,"Trinity Industries, Inc.",19.66,2.55B,2550000000,n/a,Capital Goods,Railroads,https://www.nasdaq.com/symbol/trn
USM,United States Cellular Corporation,47.75,2.55B,2550000000,1988,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/usm
ADC,Agree Realty Corporation,65.99,2.54B,2540000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/adc
ARI,Apollo Commercial Real Estate Finance,18.67,2.54B,2540000000,2009,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/ari
PDM,"Piedmont Office Realty Trust, Inc.",20.23,2.54B,2540000000,n/a,Consumer Services,Building operators,https://www.nasdaq.com/symbol/pdm
BRC,Brady Corporation,47.98,2.53B,2530000000,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/brc
CXP,"Columbia Property Trust, Inc.",21.68,2.53B,2530000000,2013,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/cxp
GDOT,Green Dot Corporation,47.59,2.53B,2530000000,2010,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/gdot
WTS,"Watts Water Technologies, Inc.",91.52,2.53B,2530000000,1986,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/wts
ARGO,"Argo Group International Holdings, Ltd.",73.85,2.52B,2520000000,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/argo
TCO,"Taubman Centers, Inc.",41.23,2.52B,2520000000,1992,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/tco
IBA,"Industrias Bachoco, S.A. de C.V.",50.11,2.51B,2510000000,1997,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/iba
KOS,Kosmos Energy Ltd.,6.26,2.51B,2510000000,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/kos
RPAI,"Retail Properties of America, Inc.",11.76,2.51B,2510000000,2012,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rpai
ATGE,Adtalem Global Education Inc.,44.07,2.49B,2490000000,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/atge
GSH,Guangshen Railway Company Limited,17.57,2.49B,2490000000,n/a,Transportation,Railroads,https://www.nasdaq.com/symbol/gsh
X,United States Steel Corporation,14.45,2.49B,2490000000,n/a,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/x
NOAH,Noah Holdings Ltd.,41.31,2.48B,2480000000,2010,Finance,Investment Managers,https://www.nasdaq.com/symbol/noah
SHAK,"Shake Shack, Inc.",66.72,2.48B,2480000000,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
AMN,AMN Healthcare Services Inc,52.93,2.47B,2470000000,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/amn
CLNY,"Colony Capital, Inc.",5.07,2.46B,2460000000,2014,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/clny
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund,8.11,2.46B,2460000000,2007,n/a,n/a,https://www.nasdaq.com/symbol/exg
TRQ,Turquoise Hill Resources Ltd.,1.22,2.46B,2460000000,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/trq
PRO,"PROS Holdings, Inc.",64.45,2.44B,2440000000,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/pro
CNS,Cohen & Steers Inc,51.44,2.43B,2430000000,2004,Finance,Investment Managers,https://www.nasdaq.com/symbol/cns
MDP,Meredith Corporation,53.83,2.43B,2430000000,n/a,Consumer Services,Newspapers/Magazines,https://www.nasdaq.com/symbol/mdp
PAM,Pampa Energia S.A.,33.42,2.43B,2430000000,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pam
AGI,Alamos Gold Inc.,6.2,2.42B,2420000000,2015,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/agi
AEL,American Equity Investment Life Holding Company,26.63,2.42B,2420000000,2003,Finance,Life Insurance,https://www.nasdaq.com/symbol/ael
APY,Apergy Corporation,31.23,2.42B,2420000000,2018,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/apy
CIB,BanColombia S.A.,51.57,2.42B,2420000000,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/cib
CWT,California Water  Service Group Holding,50.08,2.41B,2410000000,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/cwt
HI,Hillenbrand Inc,38.33,2.4B,2400000000,n/a,Consumer Durables,Miscellaneous manufacturing industries,https://www.nasdaq.com/symbol/hi
AUY,Yamana Gold Inc.,2.53,2.4B,2400000000,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/auy
SITC,SITE Centers Corp.,13.18,2.38B,2380000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc
WWW,"Wolverine World Wide, Inc.",26.79,2.38B,2380000000,n/a,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/www
TRTN,Triton International Limited,31.3,2.37B,2370000000,2016,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/trtn
CVA,Covanta Holding Corporation,17.96,2.36B,2360000000,n/a,Basic Industries,Electric Utilities: Central,https://www.nasdaq.com/symbol/cva
EBS,"Emergent Biosolutions, Inc.",45.72,2.35B,2350000000,2006,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ebs
YETI,"YETI Holdings, Inc.",27.75,2.34B,2340000000,2018,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/yeti
CLB,Core Laboratories N.V.,52.51,2.33B,2330000000,1995,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/clb
SEAS,"SeaWorld Entertainment, Inc.",29.68,2.33B,2330000000,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
AKR,Acadia Realty Trust,27.95,2.31B,2310000000,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/akr
BDC,Belden Inc,58.55,2.31B,2310000000,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/bdc
WHD,"Cactus, Inc.",30.65,2.31B,2310000000,2018,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/whd
NNI,"Nelnet, Inc.",57.97,2.3B,2300000000,2003,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/nni
XHR,"Xenia Hotels & Resorts, Inc.",20.41,2.3B,2300000000,2015,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/xhr
